COORD_X,COORD_Y,M2_HABITA,M2_PARCEL,REFCAT,Dist_Playa,CVisual_m2,V_Bosque,V_Golf,V_Equipami,V_Mar,V_Matorral,V_RedVia,V_UTrad,V_Cultivo,V_UPlurif,V_UUnif,V_Mina,Tipos_pais,Tam_CVisus,V_TPaiDef,Tpaisaje_sin_Proximidad,Med_Vist_valor_final,SpParc_Cat,AreaMedZon,Eur_m2_Cat,Precio_Cat,Prec_pond
357768,4049697,98,400,7898414UF5479N,985.9,683648,0.067,0.005,0.000,93.897,3.184,0.000,0.000,0.047,0.506,2.293,0.000,2.000,5.000,4.000,4.000,4.5,867.0,630.0,544.6,343100.0,226514.8
359468,4050215,157,0,9405604UF5590N,1042.0,210155,0.001,0.000,0.000,98.946,0.298,0.000,0.000,0.291,0.004,0.461,0.000,2.000,2.000,4.000,4.000,3.0,633.0,800.0,394.6,315700.0,225463.9
358315,4049786,150,0,8400905UF5580S,926.1,568078,0.105,0.008,0.000,94.139,2.774,0.010,0.000,0.018,0.583,2.364,0.000,2.000,4.000,4.000,4.000,4.0,610.0,800.0,512.5,410000.0,225065.7
357785,4048876,99,263,7891613UF5479S,209.3,144518,0.015,0.000,0.000,92.632,6.262,0.026,0.000,0.000,0.195,0.870,0.000,1.000,2.000,5.000,5.000,3.5,800.0,1000.0,272.7,272746.5,224426.5
360045,4050007,160,0,0103618UF6500S,691.3,221172,2.091,0.065,0.000,80.939,14.864,0.002,0.000,0.044,0.633,1.363,0.000,6.000,2.000,2.000,2.000,2.0,872.0,900.0,423.4,381100.0,218920.8
359811,4049344,110,146,9995601UF5499N,181.4,154322,3.792,0.000,0.000,72.456,22.211,0.033,0.031,0.001,0.055,1.420,0.000,4.000,2.000,1.800,2.000,1.9,325.0,710.0,562.0,399000.0,218197.2
357664,4049453,105,0,7796606UF5479N,788.8,181977,0.286,0.000,0.000,95.689,3.384,0.000,0.000,0.000,0.089,0.552,0.000,2.000,2.000,4.000,4.000,3.0,381.0,630.0,544.6,343100.0,217043.8
360067,4049855,135,0,0101916UF6500S,544.6,313279,0.131,0.086,0.000,90.189,7.702,0.006,0.000,0.042,0.356,1.318,0.171,2.000,3.000,4.000,4.000,3.5,517.0,900.0,423.4,381100.0,214688.3
357715,4050137,78,331,7703703UF5570S,1402.7,429391,0.149,0.000,0.000,92.668,4.821,0.037,0.000,0.074,0.272,1.979,0.000,2.000,3.000,4.000,4.000,3.5,1065.0,1000.0,503.0,503000.0,207493.8
358383,4049706,123,0,8598908UF5489N,847.5,412544,0.145,0.007,0.000,92.013,4.574,0.010,0.000,0.009,0.594,2.647,0.000,2.000,3.000,4.000,4.000,3.5,584.0,800.0,512.5,410000.0,207136.3
359324,4050389,125,0,9405633UF5590N,1235.2,249513,0.004,0.000,0.000,98.457,0.030,0.005,0.001,0.274,0.071,1.159,0.000,2.000,2.000,4.000,4.000,3.0,574.0,800.0,394.6,315700.0,200734.3
359281,4049181,93,0,9394712UF5499S,82.1,735214,0.078,0.000,0.000,94.413,3.235,0.099,0.000,0.001,0.844,1.213,0.116,4.000,5.000,4.500,5.000,4.8,1644.0,710.0,562.0,399000.0,194784.4
357695,4049993,80,90,7801636UF5570S,1281.7,159239,0.287,0.000,0.000,92.025,6.968,0.000,0.000,0.000,0.000,0.720,0.000,2.000,2.000,4.000,4.000,3.0,430.0,315.0,675.9,212900.0,192971.6
359505,4050125,105,133,9503920UF5590S,949.9,119881,0.372,0.000,0.000,95.519,1.260,0.000,0.005,0.126,0.000,2.718,0.000,2.000,2.000,4.000,4.000,3.0,4610.0,800.0,394.6,315700.0,190209.3
359493,4050178,105,133,9503915UF5590S,1003.0,237228,0.507,0.000,0.000,95.851,1.391,0.000,0.000,0.484,0.004,1.763,0.000,2.000,2.000,4.000,4.000,3.0,550.0,800.0,394.6,315700.0,182640.8
359549,4049969,104,0,9601419UF5590S,790.8,230789,0.978,0.000,0.000,86.394,10.296,0.000,0.020,0.218,0.020,2.072,0.001,6.000,2.000,2.000,2.000,2.0,1590.0,800.0,394.6,315700.0,169798.4
359427,4049928,92,0,9500816UF5590S,762.8,228987,0.891,0.000,0.000,77.970,16.229,0.000,0.016,0.970,0.140,3.398,0.385,6.000,2.000,2.000,2.000,2.0,1530.0,800.0,394.6,315700.0,161680.0
359270,4049620,93,0,9398701UF5499N,511.5,606201,0.005,0.004,0.000,95.225,3.110,0.035,0.000,0.272,0.143,1.071,0.136,2.000,5.000,4.000,4.000,4.5,2284.0,1120.0,345.8,387300.0,157686.4
357959,4049582,0,1130,8197315UF5489N,796.7,464887,0.107,0.000,0.000,97.227,1.244,0.000,0.000,0.006,0.313,1.103,0.000,2.000,4.000,4.000,4.000,4.0,1266.0,1000.0,537.7,537700.0,51695.9
